"('1959', '02', '20')",-39.676363256130855
"('1959', '02', '22')",-39.06636325613084
"('1959', '02', '23')",-38.70636325613083
"('1959', '02', '24')",-39.04636325613086
"('1959', '02', '26')",-39.31636325613084
"('1959', '02', '27')",-39.46636325613082
"('1959', '02', '28')",-39.396363256130826
"('1959', '03', '01')",-38.926363256130855
"('1959', '03', '02')",-39.21636325613082
"('1959', '03', '03')",-39.09636325613087
"('1959', '03', '04')",-39.09636325613087
"('1959', '03', '05')",-38.95636325613083
"('1959', '03', '06')",-39.22636325613087
"('1959', '03', '07')",-39.29636325613086
"('1959', '03', '08')",-39.11636325613085
"('1959', '03', '09')",-38.54636325613086
"('1959', '03', '10')",-39.19636325613084
"('1959', '03', '21')",-38.90636325613082
"('1959', '03', '22')",-38.77636325613082
"('1959', '03', '23')",-38.82636325613083
"('1959', '03', '24')",-39.49636325613085
"('1959', '03', '25')",-39.34636325613087
"('1959', '03', '26')",-39.25636325613084
"('1959', '03', '27')",-39.416363256130865
"('1959', '03', '28')",-38.78636325613087
"('1959', '03', '29')",-38.84636325613087
"('1959', '03', '30')",-39.50636325613084
"('1959', '04', '02')",-37.72636325613087
"('1959', '04', '03')",-37.71636325613082
"('1959', '04', '05')",-38.79636325613086
"('1959', '04', '06')",-38.73636325613086
"('1959', '04', '07')",-38.32636325613083
"('1959', '04', '08')",-38.95636325613083
"('1959', '04', '09')",-38.96636325613082
"('1959', '04', '10')",-38.45636325613083
"('1959', '04', '11')",-38.80636325613085
"('1959', '04', '12')",-39.03636325613087
"('1959', '04', '13')",-38.916363256130865
"('1959', '04', '14')",-38.34636325613087
"('1959', '04', '15')",-38.47636325613087
"('1959', '04', '16')",-38.56636325613084
"('1959', '04', '17')",-39.09636325613087
"('1959', '04', '18')",-38.44636325613084
"('1959', '04', '19')",-37.82636325613083
"('1959', '04', '20')",-37.56636325613084
"('1959', '04', '21')",-37.34636325613087
"('1959', '04', '22')",-37.61636325613085
"('1959', '04', '24')",-37.26636325613083
"('1959', '04', '25')",-37.30636325613085
"('1959', '04', '26')",-37.32636325613083
"('1959', '04', '27')",-37.52636325613082
"('1959', '04', '28')",-37.71636325613082
"('1959', '04', '29')",-37.51636325613083
"('1959', '05', '04')",-37.72636325613087
"('1959', '05', '05')",-37.436363256130846
"('1959', '05', '13')",-37.52636325613082
"('1959', '05', '14')",-37.34636325613087
"('1959', '05', '15')",-37.15636325613082
"('1959', '05', '16')",-38.70636325613083
"('1959', '05', '17')",-38.166363256130865
"('1959', '05', '18')",-37.94636325613084
"('1959', '05', '19')",-37.57636325613083
"('1959', '05', '20')",-37.376363256130844
"('1959', '05', '21')",-37.22636325613087
"('1959', '05', '22')",-37.31636325613084
"('1959', '05', '23')",-37.86636325613085
"('1959', '05', '24')",-37.45636325613083
"('1959', '05', '25')",-37.95636325613083
"('1959', '05', '26')",-37.69636325613084
"('1959', '06', '04')",-37.21636325613082
"('1959', '06', '05')",-37.23636325613086
"('1959', '06', '06')",-37.436363256130846
"('1959', '06', '07')",-37.47636325613087
"('1959', '06', '08')",-37.51636325613083
"('1959', '06', '09')",-37.09636325613087
"('1959', '06', '11')",-37.74636325613085
"('1959', '06', '13')",-37.176363256130855
"('1959', '06', '14')",-37.29636325613086
"('1959', '06', '18')",-38.28636325613087
"('1959', '06', '19')",-38.136363256130835
"('1959', '06', '20')",-38.15636325613082
"('1959', '06', '21')",-37.86636325613085
"('1959', '06', '22')",-38.03636325613087
"('1959', '06', '23')",-38.09636325613087
"('1959', '06', '24')",-38.386363256130835
"('1959', '06', '25')",-38.146363256130826
"('1959', '07', '01')",-38.426363256130855
"('1959', '07', '02')",-38.22636325613087
"('1959', '07', '03')",-38.09636325613087
"('1959', '07', '04')",-38.03636325613087
"('1959', '07', '05')",-39.936363256130846
"('1959', '07', '07')",-39.586363256130824
"('1959', '07', '09')",-38.94636325613084
"('1959', '07', '10')",-39.04636325613086
"('1959', '07', '11')",-38.71636325613082
"('1959', '07', '12')",-38.636363256130835
"('1959', '07', '13')",-38.85636325613086
"('1959', '07', '14')",-38.97636325613087
"('1959', '07', '15')",-39.166363256130865
"('1959', '07', '16')",-39.03636325613087
"('1959', '07', '17')",-39.176363256130855
"('1959', '07', '18')",-40.11636325613085
"('1959', '07', '19')",-40.50636325613084
"('1959', '07', '21')",-39.65636325613082
"('1959', '07', '22')",-39.81636325613084
"('1959', '07', '24')",-39.56636325613084
"('1959', '07', '25')",-39.45636325613083
"('1959', '07', '26')",-39.53636325613087
"('1959', '07', '27')",-39.75636325613084
"('1959', '07', '28')",-40.06636325613084
"('1959', '07', '29')",-39.86636325613085
"('1959', '07', '30')",-39.72636325613087
"('1959', '07', '31')",-39.73636325613086
"('1959', '08', '02')",-39.96636325613082
"('1959', '08', '03')",-40.52636325613082
"('1959', '08', '04')",-40.916363256130865
"('1959', '08', '05')",-41.76636325613083
"('1959', '08', '07')",-40.55636325613085
"('1959', '08', '08')",-40.436363256130846
"('1959', '08', '23')",-41.35636325613086
"('1959', '08', '24')",-40.94636325613084
"('1959', '08', '25')",-40.896363256130826
"('1959', '08', '27')",-41.70636325613083
"('1959', '08', '28')",-41.48636325613086
"('1959', '09', '02')",-40.81636325613084
"('1959', '09', '03')",-41.32636325613083
"('1959', '09', '07')",-41.75636325613084
"('1959', '09', '08')",-41.886363256130835
"('1959', '09', '09')",-41.97636325613087
"('1959', '09', '10')",-41.95636325613083
"('1959', '09', '14')",-42.20636325613083
"('1959', '09', '15')",-42.04636325613086
"('1959', '09', '16')",-42.07636325613083
"('1959', '09', '17')",-41.85636325613086
"('1959', '09', '18')",-42.09636325613087
"('1959', '09', '19')",-42.936363256130846
"('1959', '09', '20')",-42.926363256130855
"('1959', '09', '22')",-42.40636325613082
"('1959', '09', '23')",-42.336363256130824
"('1959', '09', '24')",-42.27636325613082
"('1959', '09', '25')",-42.136363256130835
"('1959', '09', '26')",-42.45636325613083
"('1959', '09', '28')",-42.40636325613082
"('1959', '09', '29')",-42.426363256130855
"('1959', '09', '30')",-42.30636325613085
"('1959', '10', '01')",-43.30636325613085
"('1959', '10', '02')",-43.54636325613086
"('1959', '10', '03')",-42.416363256130865
"('1959', '10', '05')",-43.176363256130855
"('1959', '10', '06')",-42.06636325613084
"('1959', '10', '07')",-42.04636325613086
"('1959', '10', '08')",-43.09636325613087
"('1959', '10', '09')",-42.72636325613087
"('1959', '10', '10')",-42.65636325613082
"('1959', '10', '11')",-42.926363256130855
"('1959', '10', '13')",-42.22636325613087
"('1959', '10', '14')",-42.01636325613083
"('1959', '10', '15')",-42.19636325613084
"('1959', '10', '16')",-42.36636325613085
"('1959', '10', '17')",-42.50636325613084
"('1959', '10', '18')",-42.56636325613084
"('1959', '10', '19')",-42.586363256130824
"('1959', '10', '20')",-42.636363256130835
"('1959', '10', '21')",-42.95636325613083
"('1959', '10', '22')",-42.166363256130865
"('1959', '10', '23')",-42.28636325613087
"('1959', '10', '24')",-42.926363256130855
"('1959', '10', '25')",-42.30636325613085
"('1959', '10', '26')",-42.34636325613087
"('1959', '10', '27')",-42.20636325613083
"('1959', '10', '28')",-42.05636325613085
"('1959', '10', '29')",-42.376363256130844
"('1959', '10', '30')",-41.97636325613087
"('1959', '10', '31')",-41.34636325613087
"('1959', '11', '01')",-41.31636325613084
"('1959', '11', '02')",-41.45636325613083
"('1959', '11', '03')",-41.23636325613086
"('1959', '11', '04')",-41.55636325613085
"('1959', '11', '05')",-41.49636325613085
"('1959', '11', '06')",-41.28636325613087
"('1959', '11', '07')",-41.25636325613084
"('1959', '11', '12')",-41.32636325613083
"('1959', '11', '13')",-41.04636325613086
"('1959', '11', '14')",-41.47636325613087
"('1959', '11', '15')",-41.56636325613084
"('1959', '11', '16')",-40.78636325613087
"('1959', '11', '17')",-40.636363256130835
"('1959', '11', '18')",-40.95636325613083
"('1959', '11', '19')",-40.26636325613083
"('1959', '11', '20')",-40.45636325613083
"('1959', '11', '21')",-40.70636325613083
"('1959', '11', '22')",-41.01636325613083
"('1959', '11', '24')",-40.396363256130826
"('1959', '11', '25')",-40.44636325613084
"('1959', '11', '26')",-40.55636325613085
"('1959', '11', '27')",-40.27636325613082
"('1959', '11', '28')",-40.54636325613086
"('1959', '11', '29')",-41.07636325613083
"('1959', '11', '30')",-41.47636325613087
"('1959', '12', '01')",-40.72636325613087
"('1959', '12', '02')",-41.416363256130865
"('1959', '12', '03')",-40.876363256130844
"('1959', '12', '06')",-40.69636325613084
"('1959', '12', '07')",-40.77636325613082
"('1959', '12', '08')",-40.76636325613083
"('1959', '12', '09')",-40.36636325613085
"('1959', '12', '11')",-40.47636325613087
"('1959', '12', '12')",-40.45636325613083
"('1959', '12', '13')",-40.21636325613082
"('1959', '12', '14')",-40.04636325613086
"('1959', '12', '15')",-40.05636325613085
"('1959', '12', '16')",-40.10636325613086
"('1959', '12', '17')",-40.28636325613087
"('1959', '12', '18')",-40.02636325613082
"('1959', '12', '19')",-40.05636325613085
"('1959', '12', '20')",-40.416363256130865
"('1959', '12', '21')",-40.21636325613082
"('1959', '12', '22')",-39.48636325613086
"('1959', '12', '23')",-40.25636325613084
"('1959', '12', '24')",-40.136363256130835
"('1959', '12', '25')",-40.21636325613082
"('1959', '12', '26')",-40.11636325613085
"('1959', '12', '27')",-39.836363256130824
"('1959', '12', '28')",-40.186363256130846
"('1959', '12', '29')",-40.47636325613087
"('1959', '12', '30')",-40.336363256130824
"('1960', '01', '05')",-40.29636325613086
"('1960', '01', '06')",-40.086363256130824
"('1960', '01', '07')",-39.97636325613087
"('1960', '01', '08')",-39.73636325613086
"('1960', '01', '09')",-39.136363256130835
"('1960', '01', '10')",-39.28636325613087
"('1960', '01', '12')",-39.30636325613085
"('1960', '01', '13')",-39.136363256130835
"('1960', '01', '14')",-39.49636325613085
"('1960', '01', '15')",-39.666363256130865
"('1960', '01', '16')",-39.21636325613082
"('1960', '01', '17')",-38.86636325613085
"('1960', '01', '18')",-38.916363256130865
"('1960', '01', '19')",-39.146363256130826
"('1960', '01', '20')",-39.10636325613086
"('1960', '01', '21')",-39.44636325613084
"('1960', '01', '22')",-39.32636325613083
"('1960', '01', '23')",-39.46636325613082
"('1960', '01', '24')",-39.416363256130865
"('1960', '01', '25')",-39.34636325613087
"('1960', '01', '26')",-39.20636325613083
"('1960', '01', '27')",-39.19636325613084
"('1960', '01', '28')",-39.10636325613086
"('1960', '01', '29')",-39.15636325613082
"('1960', '01', '30')",-38.70636325613083
"('1960', '01', '31')",-39.06636325613084
"('1960', '02', '01')",-38.626363256130844
"('1960', '02', '02')",-39.25636325613084
"('1960', '02', '03')",-39.336363256130824
"('1960', '02', '04')",-38.29636325613086
"('1960', '02', '05')",-39.02636325613082
"('1960', '02', '07')",-38.95636325613083
"('1960', '02', '08')",-39.426363256130855
"('1960', '02', '09')",-38.85636325613086
"('1960', '02', '10')",-39.03636325613087
"('1960', '02', '11')",-38.49636325613085
"('1960', '02', '12')",-38.31636325613084
"('1960', '02', '13')",-39.00636325613084
"('1960', '02', '14')",-39.29636325613086
"('1960', '02', '15')",-38.95636325613083
"('1960', '02', '16')",-38.78636325613087
"('1960', '02', '17')",-38.876363256130844
"('1960', '02', '19')",-39.06636325613084
"('1960', '02', '20')",-38.52636325613082
"('1960', '02', '21')",-38.23636325613086
"('1960', '02', '22')",-38.44636325613084
"('1960', '02', '23')",-38.396363256130826
"('1960', '02', '24')",-38.60636325613086
"('1960', '02', '25')",-39.53636325613087
"('1960', '02', '26')",-39.28636325613087
"('1960', '02', '27')",-38.80636325613085
"('1960', '02', '28')",-38.686363256130846
"('1960', '02', '29')",-38.36636325613085
"('1960', '03', '02')",-38.95636325613083
"('1960', '03', '03')",-38.936363256130846
"('1960', '03', '04')",-38.98636325613086
"('1960', '03', '05')",-38.84636325613087
"('1960', '03', '06')",-38.916363256130865
"('1960', '03', '07')",-38.95636325613083
"('1960', '03', '08')",-39.126363256130844
"('1960', '03', '09')",-38.73636325613086
"('1960', '03', '10')",-38.47636325613087
"('1960', '03', '11')",-38.176363256130855
"('1960', '03', '12')",-37.71636325613082
"('1960', '03', '13')",-37.686363256130846
"('1960', '03', '14')",-37.97636325613087
"('1960', '03', '15')",-37.926363256130855
"('1960', '03', '16')",-38.01636325613083
"('1960', '03', '19')",-37.52636325613082
"('1960', '03', '20')",-37.24636325613085
"('1960', '03', '21')",-37.626363256130844
"('1960', '03', '22')",-37.96636325613082
"('1960', '03', '23')",-38.20636325613083
"('1960', '03', '24')",-38.426363256130855
"('1960', '03', '26')",-36.60636325613086
"('1960', '03', '28')",-37.05636325613085
"('1960', '03', '29')",-38.45636325613083
"('1960', '03', '31')",-37.166363256130865
"('1960', '04', '01')",-37.03636325613087
"('1960', '04', '02')",-37.336363256130824
"('1960', '04', '03')",-37.176363256130855
"('1960', '04', '04')",-37.31636325613084
"('1960', '04', '05')",-37.896363256130826
"('1960', '04', '07')",-36.48636325613086
"('1960', '04', '08')",-36.72636325613087
"('1960', '04', '13')",-36.896363256130826
"('1960', '04', '14')",-37.21636325613082
"('1960', '04', '15')",-36.936363256130846
"('1960', '04', '16')",-37.01636325613083
"('1960', '04', '17')",-36.94636325613084
"('1960', '04', '18')",-36.32636325613083
"('1960', '04', '19')",-37.436363256130846
"('1960', '04', '20')",-36.636363256130835
"('1960', '04', '21')",-37.44636325613084
"('1960', '04', '22')",-36.886363256130835
"('1960', '04', '23')",-37.05636325613085
"('1960', '04', '24')",-36.876363256130844
"('1960', '04', '25')",-36.886363256130835
"('1960', '04', '26')",-36.28636325613087
"('1960', '04', '27')",-36.146363256130826
"('1960', '05', '04')",-35.086363256130824
"('1960', '05', '05')",-35.54636325613086
"('1960', '05', '06')",-35.876363256130844
"('1960', '05', '07')",-35.56636325613084
"('1960', '05', '08')",-35.61636325613085
"('1960', '05', '09')",-36.686363256130846
"('1960', '05', '10')",-35.676363256130855
"('1960', '05', '11')",-35.896363256130826
"('1960', '05', '14')",-36.07636325613083
"('1960', '05', '15')",-36.35636325613086
"('1960', '05', '16')",-36.386363256130835
"('1960', '05', '17')",-35.99636325613085
"('1960', '05', '18')",-35.646363256130826
"('1960', '05', '19')",-35.53636325613087
"('1960', '05', '20')",-35.61636325613085
"('1960', '05', '21')",-35.75636325613084
"('1960', '05', '22')",-36.21636325613082
"('1960', '05', '24')",-36.31636325613084
"('1960', '05', '25')",-36.126363256130844
"('1960', '05', '26')",-35.71636325613082
"('1960', '05', '27')",-36.09636325613087
"('1960', '05', '28')",-36.34636325613087
"('1960', '05', '29')",-35.69636325613084
"('1960', '05', '30')",-35.23636325613086
"('1960', '05', '31')",-35.85636325613086
"('1960', '06', '01')",-35.936363256130846
"('1960', '06', '03')",-36.84636325613087
"('1960', '06', '07')",-36.00636325613084
"('1960', '06', '09')",-35.47636325613087
"('1960', '06', '10')",-35.60636325613086
"('1960', '06', '11')",-35.84636325613087
"('1960', '06', '12')",-35.676363256130855
"('1960', '06', '13')",-36.126363256130844
"('1960', '06', '14')",-35.96636325613082
"('1960', '06', '15')",-36.22636325613087
"('1960', '06', '16')",-36.30636325613085
"('1960', '06', '17')",-36.65636325613082
"('1960', '06', '24')",-36.72636325613087
"('1960', '06', '25')",-36.676363256130855
"('1960', '06', '29')",-36.99636325613085
"('1960', '06', '30')",-37.50636325613084
"('1960', '07', '01')",-37.69636325613084
"('1960', '07', '02')",-38.25636325613084
"('1960', '07', '03')",-38.32636325613083
"('1960', '07', '05')",-37.57636325613083
"('1960', '07', '07')",-37.45636325613083
"('1960', '07', '08')",-37.19636325613084
"('1960', '07', '11')",-37.28636325613087
"('1960', '07', '12')",-37.22636325613087
"('1960', '07', '15')",-37.426363256130855
"('1960', '07', '16')",-37.31636325613084
"('1960', '07', '17')",-37.25636325613084
"('1960', '07', '18')",-37.61636325613085
"('1960', '07', '19')",-37.626363256130844
"('1960', '07', '20')",-37.85636325613086
"('1960', '07', '21')",-37.97636325613087
"('1960', '07', '22')",-37.74636325613085
"('1960', '07', '23')",-37.95636325613083
"('1960', '07', '25')",-38.00636325613084
"('1960', '07', '26')",-37.936363256130846
"('1960', '07', '27')",-38.05636325613085
"('1960', '07', '29')",-39.56636325613084
"('1960', '07', '30')",-39.21636325613082
"('1960', '07', '31')",-38.71636325613082
"('1960', '08', '01')",-38.74636325613085
"('1960', '08', '02')",-38.57636325613083
"('1960', '08', '03')",-40.396363256130826
"('1960', '08', '05')",-38.59636325613087
"('1960', '08', '06')",-38.79636325613086
"('1960', '08', '08')",-39.32636325613083
"('1960', '08', '10')",-39.10636325613086
"('1960', '08', '11')",-38.77636325613082
"('1960', '08', '13')",-38.936363256130846
"('1960', '08', '14')",-39.626363256130844
"('1960', '08', '15')",-39.59636325613087
"('1960', '08', '17')",-39.57636325613083
"('1960', '08', '18')",-41.166363256130865
"('1960', '08', '19')",-42.186363256130846
"('1960', '08', '22')",-40.40636325613082
"('1960', '08', '23')",-40.59636325613087
"('1960', '08', '24')",-40.61636325613085
"('1960', '08', '26')",-41.09636325613087
"('1960', '08', '27')",-40.98636325613086
"('1960', '08', '28')",-41.02636325613082
"('1960', '09', '03')",-40.876363256130844
"('1960', '09', '04')",-40.97636325613087
"('1960', '09', '05')",-41.19636325613084
"('1960', '09', '06')",-40.876363256130844
"('1960', '09', '07')",-40.78636325613087
"('1960', '09', '08')",-40.666363256130865
"('1960', '09', '09')",-40.84636325613087
"('1960', '09', '11')",-41.99636325613085
"('1960', '09', '12')",-41.73636325613086
"('1960', '09', '13')",-42.23636325613086
"('1960', '09', '14')",-41.04636325613086
"('1960', '09', '15')",-40.57636325613083
"('1960', '09', '17')",-41.26636325613083
"('1960', '09', '18')",-41.19636325613084
"('1960', '09', '20')",-41.936363256130846
"('1960', '09', '21')",-42.49636325613085
"('1960', '09', '22')",-43.176363256130855
"('1960', '09', '23')",-42.31636325613084
"('1960', '09', '24')",-42.49636325613085
"('1960', '09', '25')",-42.436363256130846
"('1960', '09', '26')",-42.54636325613086
"('1960', '09', '27')",-42.56636325613084
"('1960', '09', '28')",-42.56636325613084
"('1960', '09', '29')",-42.27636325613082
"('1960', '10', '02')",-42.51636325613083
"('1960', '10', '03')",-42.48636325613086
"('1960', '10', '04')",-41.75636325613084
"('1960', '10', '05')",-41.81636325613084
"('1960', '10', '06')",-42.59636325613087
"('1960', '10', '07')",-42.886363256130835
"('1960', '10', '08')",-42.676363256130855
"('1960', '10', '09')",-41.85636325613086
"('1960', '10', '12')",-41.95636325613083
"('1960', '10', '13')",-41.85636325613086
"('1960', '10', '14')",-42.666363256130865
"('1960', '10', '15')",-42.48636325613086
"('1960', '10', '16')",-41.646363256130826
"('1960', '10', '17')",-42.01636325613083
"('1960', '10', '18')",-42.32636325613083
"('1960', '10', '19')",-41.29636325613086
"('1960', '10', '20')",-41.30636325613085
"('1960', '10', '21')",-41.05636325613085
"('1960', '10', '22')",-41.00636325613084
"('1960', '10', '24')",-42.176363256130855
"('1960', '10', '25')",-41.876363256130844
"('1960', '10', '26')",-41.99636325613085
"('1960', '10', '27')",-40.896363256130826
"('1960', '10', '28')",-41.29636325613086
"('1960', '10', '29')",-41.73636325613086
"('1960', '11', '02')",-41.35636325613086
"('1960', '11', '03')",-41.27636325613082
"('1960', '11', '04')",-41.23636325613086
"('1960', '11', '05')",-41.376363256130844
"('1960', '11', '06')",-41.26636325613083
"('1960', '11', '07')",-41.09636325613087
"('1960', '11', '08')",-40.886363256130835
"('1960', '11', '09')",-40.80636325613085
"('1960', '11', '10')",-40.81636325613084
"('1960', '11', '11')",-40.90636325613082
"('1960', '11', '12')",-40.80636325613085
"('1960', '11', '13')",-40.44636325613084
"('1960', '11', '14')",-40.85636325613086
"('1960', '11', '15')",-40.936363256130846
"('1960', '11', '16')",-40.94636325613084
"('1960', '11', '17')",-40.86636325613085
"('1960', '11', '18')",-40.916363256130865
"('1960', '11', '19')",-40.686363256130846
"('1960', '11', '20')",-40.86636325613085
"('1960', '11', '21')",-40.69636325613084
"('1960', '11', '22')",-40.46636325613082
"('1960', '11', '23')",-40.22636325613087
"('1960', '11', '24')",-40.50636325613084
"('1960', '11', '25')",-40.71636325613082
"('1960', '11', '26')",-40.69636325613084
"('1960', '11', '28')",-40.50636325613084
"('1960', '11', '29')",-39.70636325613083
"('1960', '11', '30')",-40.176363256130855
"('1960', '12', '01')",-40.15636325613082
"('1960', '12', '03')",-40.24636325613085
"('1960', '12', '04')",-40.086363256130824
"('1960', '12', '05')",-40.176363256130855
"('1960', '12', '06')",-39.75636325613084
"('1960', '12', '07')",-39.50636325613084
"('1960', '12', '08')",-39.80636325613085
"('1960', '12', '09')",-39.95636325613083
"('1960', '12', '10')",-39.79636325613086
"('1960', '12', '11')",-39.876363256130844
"('1960', '12', '12')",-39.90636325613082
"('1960', '12', '13')",-39.666363256130865
"('1960', '12', '14')",-40.09636325613087
"('1960', '12', '15')",-39.57636325613083
"('1960', '12', '16')",-39.44636325613084
"('1960', '12', '17')",-39.71636325613082
"('1960', '12', '18')",-39.586363256130824
"('1960', '12', '19')",-39.36636325613085
"('1960', '12', '22')",-39.416363256130865
"('1960', '12', '23')",-39.416363256130865
"('1960', '12', '25')",-39.72636325613087
"('1960', '12', '26')",-39.53636325613087
"('1960', '12', '27')",-39.28636325613087
"('1960', '12', '28')",-39.27636325613082
"('1960', '12', '29')",-39.15636325613082
"('1960', '12', '30')",-39.26636325613083
"('1960', '12', '31')",-39.48636325613086
"('1961', '01', '01')",-38.86636325613085
"('1961', '01', '02')",-38.97636325613087
"('1961', '01', '03')",-39.03636325613087
"('1961', '01', '04')",-38.896363256130826
"('1961', '01', '05')",-38.96636325613082
"('1961', '01', '06')",-38.94636325613084
"('1961', '01', '08')",-39.10636325613086
"('1961', '01', '09')",-39.336363256130824
"('1961', '01', '10')",-39.04636325613086
"('1961', '01', '11')",-38.896363256130826
"('1961', '01', '12')",-38.69636325613084
"('1961', '01', '13')",-38.836363256130824
"('1961', '01', '14')",-38.77636325613082
"('1961', '01', '15')",-38.85636325613086
"('1961', '01', '16')",-38.56636325613084
"('1961', '01', '17')",-38.57636325613083
"('1961', '01', '18')",-38.636363256130835
"('1961', '01', '19')",-38.886363256130835
"('1961', '01', '20')",-38.99636325613085
